"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 29 10:32:16 GMT 2023","Mon May 29 10:32:16 GMT 2023","713","","ru.prudnikova.api.tests.profile.ProfileTests","","ru.prudnikova.api.tests.profile.ProfileTests","changeUsernameAndEmail","Изменение имени и Email пользователя",""
"broken","Mon May 29 10:32:00 GMT 2023","Mon May 29 10:32:00 GMT 2023","193","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","setPriceFromFilter","setPriceFromFilter(String, String) Ввести значение 100 в фильтр Цена от и проверить появление тега От 100 ₽",""
"broken","Mon May 29 10:31:56 GMT 2023","Mon May 29 10:31:57 GMT 2023","371","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchDeveloper","Проверить результаты поиска ЖК по застройщику на странице /novostroyki",""
"broken","Mon May 29 10:31:58 GMT 2023","Mon May 29 10:31:58 GMT 2023","210","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchCity","Проверить результаты поиска ЖК по городу на странице /novostroyki",""
"broken","Mon May 29 10:32:01 GMT 2023","Mon May 29 10:32:01 GMT 2023","218","","ru.prudnikova.web.tests.novostroyki.CallMeTests","","ru.prudnikova.web.tests.novostroyki.CallMeTests","orderCallBackAndСheckAdditionInDatabase","Отправить заполненную форму Заказать звонок и проверить добавление соответсвующей записи в БД",""
"passed","Mon May 29 10:32:20 GMT 2023","Mon May 29 10:32:21 GMT 2023","895","","ru.prudnikova.api.tests.filter_building.SearchBuildingFiltersTests","","ru.prudnikova.api.tests.filter_building.SearchBuildingFiltersTests","searchStation","Применить фильтр 'Станция метро' и проверить, что найденные ЖК содержат искомый station_id",""
"broken","Mon May 29 10:32:00 GMT 2023","Mon May 29 10:32:00 GMT 2023","207","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","searchNovostroyka","Проверить результаты поиска по ЖК на странице /novostroyki",""
"broken","Mon May 29 10:32:01 GMT 2023","Mon May 29 10:32:01 GMT 2023","209","","ru.prudnikova.web.tests.header.FollowingHeaderLinksTests","","ru.prudnikova.web.tests.header.FollowingHeaderLinksTests","followingNovostroykiLink","Переход по ссылке 'Новостройки'",""
"broken","Mon May 29 10:31:59 GMT 2023","Mon May 29 10:31:59 GMT 2023","273","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","setFilterRoomsAndVerifyResultSearch","setFilterRoomsAndVerifyResultSearch(RoomEnum) Проверить выдачу ЖК после примения фильтра Комнатность 3 на странице /novostroyki",""
"broken","Mon May 29 10:32:02 GMT 2023","Mon May 29 10:32:09 GMT 2023","7290","","ru.prudnikova.web.tests.me.MeTests","","ru.prudnikova.web.tests.me.MeTests","changeUserName","Изменение имени пользователя в профиле",""
"passed","Mon May 29 10:32:24 GMT 2023","Mon May 29 10:32:26 GMT 2023","2271","","ru.prudnikova.api.tests.auth.AuthTests","","ru.prudnikova.api.tests.auth.AuthTests","logout","Логаут пользователя",""
"broken","Mon May 29 10:32:01 GMT 2023","Mon May 29 10:32:01 GMT 2023","190","","ru.prudnikova.web.tests.header.FollowingHeaderLinksTests","","ru.prudnikova.web.tests.header.FollowingHeaderLinksTests","followingSingInLink","Переход по ссылке 'Войти'",""
"broken","Mon May 29 10:32:00 GMT 2023","Mon May 29 10:32:00 GMT 2023","187","","ru.prudnikova.web.tests.novostroyki.MoreFilterModalTests","","ru.prudnikova.web.tests.novostroyki.MoreFilterModalTests","clickCheckboxHousingClassAndVerifyResultSearch","Проверить выдачу на странице /novostroyki  после примения фильтра Класс жилья",""
"broken","Mon May 29 10:32:11 GMT 2023","Mon May 29 10:32:11 GMT 2023","189","","ru.prudnikova.web.tests.auth.AuthTests","","ru.prudnikova.web.tests.auth.AuthTests","registrationNewUserSuccessful","Позитивная проверка регистрации нового пользователя",""
"broken","Mon May 29 10:31:59 GMT 2023","Mon May 29 10:31:59 GMT 2023","207","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","","ru.prudnikova.web.tests.novostroyki.SearchNovostroykiFiltersTests","setFilterRoomsAndVerifyResultSearch","setFilterRoomsAndVerifyResultSearch(RoomEnum) Проверить выдачу ЖК после примения фильтра Комнатность 4 на странице /novostroyki",""
